4.832457900047302246e-01	1.193555071949958801e-01	-1.862103492021560669e-01	1.710805669426918030e-02	1.126228496432304382e-01	-4.397782683372497559e-02	1.837793886661529541e-01	3.843316435813903809e-01	-2.110364660620689392e-02	1.665740907192230225e-01	1.061355248093605042e-01	-1.506843566894531250e-01	-2.143446505069732666e-01	9.035098366439342499e-03	2.592791020870208740e-01	7.166828215122222900e-02	-2.451836131513118744e-02	-3.480793908238410950e-02	-1.884970664978027344e-01	4.163103699684143066e-01	1.023011468350887299e-02	-1.401852518320083618e-01	-4.046295955777168274e-02	-7.017374038696289062e-02	-8.796761184930801392e-02	2.588083148002624512e-01	-1.611173897981643677e-01	5.433042347431182861e-02
3.190505504608154297e-01	1.893501430749893188e-01	-2.507537007331848145e-01	-4.717292636632919312e-02	1.531100571155548096e-01	-2.048283964395523071e-01	1.433659642934799194e-01	3.438124656677246094e-01	1.806758046150207520e-01	1.817855387926101685e-01	1.415446251630783081e-01	-2.171707749366760254e-01	-2.559472918510437012e-01	-3.080452047288417816e-02	1.641883850097656250e-01	-1.676637120544910431e-02	-1.257291808724403381e-02	-1.735548861324787140e-02	-1.552785187959671021e-01	2.790428400039672852e-01	6.079780403524637222e-03	-1.476469337940216064e-01	-6.002524122595787048e-02	-2.191111445426940918e-01	-6.431790441274642944e-02	2.143008857965469360e-01	-1.886295527219772339e-01	3.240061402320861816e-01
3.760381639003753662e-01	2.255673259496688843e-01	-1.732583194971084595e-01	-7.789494097232818604e-02	1.170262843370437622e-01	-2.472761869430541992e-01	9.036213159561157227e-02	2.916840910911560059e-01	5.444844439625740051e-02	1.524746716022491455e-01	7.757452130317687988e-02	-1.307743638753890991e-01	-3.170284926891326904e-01	-2.305563166737556458e-02	8.382894843816757202e-02	1.513968128710985184e-02	1.184534281492233276e-01	-7.109436392784118652e-02	-1.014468818902969360e-01	3.804618418216705322e-01	5.586786568164825439e-02	-2.720057070255279541e-01	5.427366122603416443e-02	-1.340266466140747070e-01	1.430676411837339401e-02	2.771150469779968262e-01	-2.278186976909637451e-01	2.118270695209503174e-01
2.537744939327239990e-01	5.860829725861549377e-03	-1.673905253410339355e-01	6.157775595784187317e-02	7.784866541624069214e-02	-2.266097664833068848e-01	1.835374236106872559e-01	2.487917542457580566e-01	3.023649752140045166e-01	2.899779379367828369e-01	3.373407199978828430e-02	-1.257044076919555664e-01	-1.473349481821060181e-01	1.204286981374025345e-02	-1.214420609176158905e-02	-6.970489025115966797e-02	1.490084826946258545e-01	1.826130039989948273e-02	6.229311600327491760e-02	3.563122153282165527e-01	-8.370596915483474731e-02	-1.665465235710144043e-01	-6.958956271409988403e-02	-3.486658632755279541e-02	-9.479245543479919434e-02	3.237269222736358643e-01	-3.812072575092315674e-01	2.795789837837219238e-01
4.833936989307403564e-01	-2.619092911481857300e-02	-9.851443767547607422e-02	3.193671256303787231e-02	2.187468409538269043e-01	-3.348845243453979492e-01	2.085584253072738647e-01	1.869165599346160889e-01	1.774611473083496094e-01	2.087672054767608643e-02	1.669198460876941681e-02	-5.370592325925827026e-02	-1.859511435031890869e-01	1.182674150913953781e-02	1.278378814458847046e-02	-3.311032056808471680e-02	1.237676441669464111e-01	-4.705197736620903015e-02	-1.482524871826171875e-01	4.474083185195922852e-01	-1.179061532020568848e-01	-2.607554197311401367e-01	8.177459239959716797e-02	-7.123972289264202118e-03	-1.316614747047424316e-01	2.701390385627746582e-01	-1.222707182168960571e-01	1.088130548596382141e-01
-1.088341325521469116e-01	-1.158983483910560608e-01	-1.323475688695907593e-01	4.347347468137741089e-02	4.486502334475517273e-02	-1.310663223266601562e-01	3.660770058631896973e-01	4.786973893642425537e-01	4.495925270020961761e-03	-6.911455094814300537e-02	2.281900197267532349e-01	-9.457370638847351074e-02	-2.471708804368972778e-01	1.598167568445205688e-01	-7.713206857442855835e-02	3.863211348652839661e-02	-7.070688903331756592e-02	2.126421034336090088e-01	-2.299839071929454803e-02	4.471070766448974609e-01	-2.124008256942033768e-03	-1.578674279153347015e-02	2.162572145462036133e-01	-1.909162662923336029e-02	-1.316502457484602928e-03	3.175488710403442383e-01	1.191520392894744873e-01	-1.480915932916104794e-03
1.969923079013824463e-01	3.339970018714666367e-03	-2.084585726261138916e-01	-2.102467603981494904e-02	1.866870224475860596e-01	-2.485497295856475830e-01	2.544795349240303040e-02	3.476632535457611084e-01	1.218405589461326599e-01	9.281644970178604126e-02	1.719779670238494873e-01	9.813114069402217865e-03	-2.791284918785095215e-01	9.025096893310546875e-02	7.375250570476055145e-03	-4.910282418131828308e-02	3.337644040584564209e-02	-2.652557939291000366e-02	-3.520686179399490356e-02	5.469977855682373047e-01	-1.389892492443323135e-02	-3.075571358203887939e-01	-3.747197240591049194e-02	-1.243142262101173401e-01	-9.559590369462966919e-02	2.994128465652465820e-01	-2.114137262105941772e-01	9.715287946164608002e-03
3.277721107006072998e-01	-4.914245381951332092e-02	5.928076058626174927e-02	5.178731679916381836e-02	-1.118216440081596375e-01	-6.693479418754577637e-02	4.479486346244812012e-01	3.687749803066253662e-01	8.590823039412498474e-03	4.137056320905685425e-02	1.188876479864120483e-01	-7.642849534749984741e-02	-1.232290044426918030e-01	-9.700913913547992706e-03	1.569826453924179077e-01	-8.233205974102020264e-02	8.651860803365707397e-02	3.667725250124931335e-02	6.216955929994583130e-02	5.457880496978759766e-01	2.100461721420288086e-01	-9.682679921388626099e-02	4.514518380165100098e-02	8.830697834491729736e-02	-4.281551390886306763e-02	2.443152368068695068e-01	-8.308262377977371216e-02	1.397045403718948364e-01
4.115207195281982422e-01	1.255699247121810913e-01	-9.754567593336105347e-02	8.411487936973571777e-02	1.433387547731399536e-01	-6.088338047266006470e-02	2.630294263362884521e-01	4.581164717674255371e-01	-6.723639369010925293e-02	1.510763466358184814e-01	1.645457595586776733e-01	-1.478715687990188599e-01	-3.294625282287597656e-01	3.839736059308052063e-02	2.291735559701919556e-01	-2.291702292859554291e-02	-9.669640660285949707e-02	-7.161997258663177490e-02	-1.293314397335052490e-01	2.306187152862548828e-01	8.691636472940444946e-02	-2.605829536914825439e-01	1.261301245540380478e-02	-5.567762535065412521e-03	-1.095829010009765625e-01	2.782188057899475098e-01	-5.720857158303260803e-02	5.391208082437515259e-02
1.251936405897140503e-01	4.015590995550155640e-02	-2.318891435861587524e-01	1.057334169745445251e-01	2.345079928636550903e-01	-2.049854099750518799e-01	1.228691190481185913e-01	4.219953715801239014e-01	1.856749355792999268e-01	1.428659819066524506e-02	2.200698405504226685e-01	-2.115044593811035156e-01	-3.665410876274108887e-01	1.384106427431106567e-01	-8.765865862369537354e-02	2.702897600829601288e-02	-1.460231542587280273e-01	1.592227667570114136e-01	-9.524615481495857239e-03	6.787188351154327393e-02	-2.130756899714469910e-02	-3.335426747798919678e-01	-3.257984668016433716e-02	-2.525066137313842773e-01	7.579456269741058350e-02	2.015158087015151978e-01	2.421116232872009277e-01	7.024344801902770996e-02
4.045784473419189453e-01	3.491569757461547852e-01	-9.950463473796844482e-02	4.216909408569335938e-02	2.060242742300033569e-02	-1.606284677982330322e-01	2.938526868820190430e-01	2.775655388832092285e-01	-1.522399764508008957e-02	2.111197412014007568e-01	5.969702452421188354e-02	-1.227245703339576721e-01	-1.231647506356239319e-01	-2.219215221703052521e-02	3.268060684204101562e-01	1.866749525070190430e-01	3.256157040596008301e-02	6.687086820602416992e-02	8.157666027545928955e-02	2.575190067291259766e-01	6.547009944915771484e-02	-1.763141453266143799e-01	-1.010598018765449524e-01	6.059163436293601990e-02	-1.373375505208969116e-01	1.776944696903228760e-01	-1.463314592838287354e-01	3.045620918273925781e-01
3.740926384925842285e-01	1.927748322486877441e-01	-1.403456926345825195e-01	-7.858889549970626831e-02	4.508203640580177307e-02	-1.728194504976272583e-01	1.398779898881912231e-01	3.775366842746734619e-01	1.112742125988006592e-01	6.385359168052673340e-02	1.944162100553512573e-01	-1.875746995210647583e-01	-2.219697386026382446e-01	2.608842402696609497e-02	3.438391909003257751e-02	-3.055645525455474854e-02	8.787973970174789429e-02	2.724262326955795288e-02	-8.918084949254989624e-02	5.305601954460144043e-01	6.469658575952053070e-03	-1.013156548142433167e-01	7.894168049097061157e-02	-3.692657127976417542e-02	5.151373520493507385e-02	2.399156093597412109e-01	-2.073506712913513184e-01	2.061323970556259155e-01
